id,make,makefaceted,model,modelfaceted,product,productfaceted,year,yearfaceted,originalequipmentpart,originalequipmentpartfaceted,partnumber,partnumberfaceted,engineliters,enginecc,enginecylinder,engineblock,engineboreinch,engineboremetric,enginestrokeinch,engstrokemetric,engine,enginefaceted,imageprefix,numberofimages,imagesuffix
10000077,Kia,Kia,Sportage,Sportage,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202G740,353202G740,HPF-K10002,HPF-K10002,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10000078,Kia,Kia,Sportage,Sportage,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2016,2016,353202G740,353202G740,HPF-K10002,HPF-K10002,2,1998,4,L,3.39,86,3.39,86,2L 4 Cyl 1998cc L,2L 4 Cyl 1998cc L,,,
10000079,Kia,Kia,Sportage,Sportage,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2016,2016,353202G740,353202G740,HPF-K10002,HPF-K10002,2.4,2359,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2359cc L,2.4L 4 Cyl 2359cc L,,,
10000080,Hyundai,Hyundai,Accent,Accent,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2011,2011,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1599,4,L,3.01,76.5,3.43,87,1.6L 4 Cyl 1599cc L,1.6L 4 Cyl 1599cc L,HPF-K10003,1,jpg
10000081,Hyundai,Hyundai,Accent,Accent,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000082,Hyundai,Hyundai,Accent,Accent,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000083,Hyundai,Hyundai,Accent,Accent,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2013,2013,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000084,Hyundai,Hyundai,Veloster,Veloster,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000085,Hyundai,Hyundai,Veloster,Veloster,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000086,Hyundai,Hyundai,Veloster,Veloster,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2013,2013,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000087,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2011,2011,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1599,4,L,3.01,76.5,3.43,87,1.6L 4 Cyl 1599cc L,1.6L 4 Cyl 1599cc L,HPF-K10003,1,jpg
10000088,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000089,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000090,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2011,2011,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000091,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B100,353202B100,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000092,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B130,353202B130,HPF-K10003,HPF-K10003,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10003,1,jpg
10000093,Hyundai,Hyundai,Accent,Accent,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2014,2014,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000094,Hyundai,Hyundai,Veloster,Veloster,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2014,2014,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000095,Hyundai,Hyundai,Veloster,Veloster,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000096,Kia,Kia,Forte Koup,Forte Koup,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2014,2014,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000097,Kia,Kia,Forte Koup,Forte Koup,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000098,Kia,Kia,Forte Koup,Forte Koup,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2016,2016,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000099,Kia,Kia,Forte5,Forte5,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000100,Kia,Kia,Forte5,Forte5,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2016,2016,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000101,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000102,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2013,2013,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000103,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2014,2014,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000104,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000105,Kia,Kia,Rio,Rio,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000106,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2012,2012,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000107,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2013,2013,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000108,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2014,2014,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000109,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2015,2015,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000110,Kia,Kia,Soul,Soul,Direct Injection High Pressure Fuel Pump,Direct Injection High Pressure Fuel Pump,2016,2016,353202B140,353202B140,HPF-K10004,HPF-K10004,1.6,1591,4,L,3.03,77,3.36,85.4,1.6L 4 Cyl 1591cc L,1.6L 4 Cyl 1591cc L,HPF-K10004,1,jpg
10000111,Chrysler,Chrysler,300,300,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 354AA,68060 354AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000112,Chrysler,Chrysler,Aspen,Aspen,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000113,Chrysler,Chrysler,Aspen,Aspen,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000114,Chrysler,Chrysler,Aspen,Aspen,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000115,Chrysler,Chrysler,Aspen,Aspen,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000116,Dodge,Dodge,Challenger,Challenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 354AA,68060 354AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000117,Dodge,Dodge,Charger,Charger,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 354AA,68060 354AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000118,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2005,2005,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000119,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2006,2006,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000120,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000121,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000122,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000123,Dodge,Dodge,Durango,Durango,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000124,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2005,2005,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000125,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2006,2006,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000126,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000127,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000128,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000129,Dodge,Dodge,Ram 1500,Ram 1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2010,2010,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000130,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2005,2005,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000131,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2006,2006,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000132,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000133,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000134,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000135,Dodge,Dodge,Ram 2500,Ram 2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2010,2010,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000136,Dodge,Dodge,Ram 3500,Ram 3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2005,2005,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000137,Dodge,Dodge,Ram 3500,Ram 3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2006,2006,53032 801AA,53032 801AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000138,Dodge,Dodge,Ram 3500,Ram 3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000139,Dodge,Dodge,Ram 3500,Ram 3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,53032 801AB,53032 801AB,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000140,Dodge,Dodge,Ram 3500,Ram 3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 353AA,68060 353AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000141,Jeep,Jeep,Commander,Commander,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 354AA,68060 354AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000142,Jeep,Jeep,Grand Cherokee,Grand Cherokee,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,68060 354AA,68060 354AA,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000143,Ram,Ram,1500,1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2011,2011,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000144,Ram,Ram,1500,1500,Electronic Throttle Body Module,Electronic Throttle Body Module,2012,2012,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000145,Ram,Ram,2500,2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2011,2011,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000146,Ram,Ram,2500,2500,Electronic Throttle Body Module,Electronic Throttle Body Module,2012,2012,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000147,Ram,Ram,3500,3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2011,2011,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000148,Ram,Ram,3500,3500,Electronic Throttle Body Module,Electronic Throttle Body Module,2012,2012,53032 801AC,53032 801AC,TB-D20001,TB-D20001,5.7,,8,V,3.92,99.57,3.58,90.93,5.7L 8 Cyl V,5.7L 8 Cyl V,TB-D20001,1,jpg
10000149,Chrysler,Chrysler,200,200,Electronic Throttle Body Module,Electronic Throttle Body Module,2011,2011,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000150,Chrysler,Chrysler,200,200,Electronic Throttle Body Module,Electronic Throttle Body Module,2012,2012,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000151,Chrysler,Chrysler,200,200,Electronic Throttle Body Module,Electronic Throttle Body Module,2013,2013,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000152,Chrysler,Chrysler,200,200,Electronic Throttle Body Module,Electronic Throttle Body Module,2014,2014,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000153,Chrysler,Chrysler,Sebring,Sebring,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000154,Chrysler,Chrysler,Sebring,Sebring,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000155,Chrysler,Chrysler,Sebring,Sebring,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000156,Chrysler,Chrysler,Sebring,Sebring,Electronic Throttle Body Module,Electronic Throttle Body Module,2010,2010,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000157,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2008,2008,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000158,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2009,2009,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000159,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2010,2010,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000160,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2011,2011,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000161,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2012,2012,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000162,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2013,2013,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000163,Dodge,Dodge,Avenger,Avenger,Electronic Throttle Body Module,Electronic Throttle Body Module,2014,2014,4891 735AC,4891 735AC,TB-D20002,TB-D20002,2.4,2360,4,L,3.46,88,3.82,97,2.4L 4 Cyl 2360cc L,2.4L 4 Cyl 2360cc L,TB-D20002,1,jpg
10000164,Dodge,Dodge,Caliber,Caliber,Electronic Throttle Body Module,Electronic Throttle Body Module,2007,2007,4891 735AC,4891 735AC,TB-D20002,TB-D20002,1.8,1798,4,L,3.38,85.9,3.05,77.5,1.8L 4 Cyl 1798cc L,1.8L 4 Cyl 1798cc L,TB-D20002,1,jpg
